TCP,EEBO,VID,STC,Status,Author,Name 1,Name 2,Gender (manual),Name 3,Date,Title,Terms,Pages
N21675,,,Evans 28518,Free,"Cummings, Abraham, 1755-1827.",Cummings, Abraham,male, 1755-1827.,1795,"The nature and subjects of Christian baptism considered. In two discourses. Delivered at the Baptist Society, in North-Yarmouth: and published at the desire of the hearers. / By Abraham Cummings, A.B. ; [Four lines of quotations]",Baptism.; Sermons -- 1795.,29
N21681,,,Evans 28527,Free,"Dallas, Alexander James, 1759-1817.",Dallas, Alexander James, Alexander James, 1759-1817.,1795,"Features of Mr. Jay's treaty. To which is annexed a view of the commerce of the United States, as it stands at present, and as it is fixed by Mr. Jay's treaty.","Great Britain. -- Treaties, etc. -- United States, 1794 Nov. 19.; United States -- Commerce.; United States -- Politics and government -- 1789-1797.",51
N21682,,,Evans 28529,Free,"Dana, James, 1735-1812.",Dana, James,male, 1735-1812.,1794,"The folly of practical atheism. A discourse, delivered in the Chapel of Yale-College, on Lord's-Day, November 23, 1794. / By James Dana, D.D. Pastor of the First Congregational Church in New-Haven.",Atheism.; Sermons -- 1794.,21
N21690,,,Evans 28538,Free,"Davis, Matthew L. (Matthew Livingston), 1773-1850.; New York (State). Governor (1795-1801 : Jay).; Pennsylvania. Governor (1790-1799 : Mifflin).; New York (N.Y.). Committee of Health.",Davis, Matthew L. (Matthew Livingston), Matthew L. (Matthew Livingston), 1773-1850.; New York (State). Governor (1795-1801 : Jay).; Pennsylvania. Governor (1790-1799 : Mifflin).; New York (N.Y.). Committee of Health.,1795,"A brief account of the epidemical fever which lately prevailed in the city of New York; with the different proclamations, reports and letters of Gov. Jay, Gov. Mifflin, the Health Committee of New York, &c. upon the subject. : To which is added, an accurate list of the names of those who have died of the disease, from July 29, to Nov. 1. / By M.L. Davis.","Epidemics -- New York (State) -- New York; Yellow fever -- New York (State) -- New York; New York (N.Y.) -- Statistics, Medical.",66
N21691,,,Evans 28539,Free,"Day, Thomas, 1748-1789.; Pope, Alexander, 1688-1744. Universal prayer.",Day, Thomas,male," 1748-1789.; Pope, Alexander, 1688-1744. Universal prayer.",1795,"The history of little Jack. Embellished with a number of engravings. : To which is added, The little queen, a moral tale. Natural history of the bee. Natural history of the silkworm. Epistle to a friend on his return from the army. And The universal prayer, by A. Pope, Esq.",Juvenile literature -- 1795.; Anthologies.,62
N21692,,,Evans 28540,Free,"Dean, Henry.",Dean, Henry., Henry.,,1795,"Hocus pocus; or The whole art of legerdemain, in perfection. By which the meanest capacity may perform the whole without the help of a teacher. : Together with the use of all the instruments belonging thereto. : To which is now added, abundance of rare and new inventions. / By Henry Dean.",Magic tricks,107
N21700,,,Evans 28549,Free,,,,,,1795,"A Defence of Methodism: delivered extemporary, in a public debate, (but now considerably enlarged) held in London, December 12, 19, and 26, 1785, on the following question, ""Have the Methodists done most good or evil?"" : What hath God wrought!",Methodism.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,46
N21719,,,Evans 28578,Free,"Doddridge, Philip, 1702-1751.; Sowden, Benjamin.; Gibbons, Thomas, 1720-1785.; Gardiner, David, dedicatee.; Doddridge, Philip, 1702-1751. Christian warrior animated and crowned ...",Doddridge, Philip,male," 1702-1751.; Sowden, Benjamin.; Gibbons, Thomas, 1720-1785.; Gardiner, David, dedicatee.; Doddridge, Philip, 1702-1751. Christian warrior animated and crowned ...",1795,"Some remarkable passages in the life of the Hon. Col. James Gardiner, who was slain at the Battle of Preston-Pans, September 21, 1745. : To which is added, the sermon, occasioned by his heroick death. / By P. Doddridge, D.D. ; [Two lines from Virgil]; Some remarkable passages in the life of the Honourable Col. James Gardiner","Gardiner, James, 1688-1745.; Funeral sermons -- 1745.; Elegies.; Hymns.",155
N21741,,,Evans 28610,Free,"Dwight, Timothy, 1752-1817.; Connecticut Society of the Cincinnati.",Dwight, Timothy,male, 1752-1817.; Connecticut Society of the Cincinnati.,1795,"The true means of establishing public happiness. A sermon, delivered on the 7th of July, 1795, before the Connecticut Society of Cincinnati, and published at their request.",Democracy.; Sermons -- 1795.,41
N21743,,,Evans 28618,Free,"Edwards, Jonathan, 1745-1801.; Waterman, Simon, 1737-1813.; Hawley, Rufus, 1741-1826.; First Congregational Church (New Hartford, Conn.).",Edwards, Jonathan,male," 1745-1801.; Waterman, Simon, 1737-1813.; Hawley, Rufus, 1741-1826.; First Congregational Church (New Hartford, Conn.).",1795,"The duty of ministers of the Gospel to preach the truth; illustrated in a sermon: delivered at the ordination of the Rev. Edward Dorr Griffin, A.M. to the pastoral charge of the Church of Christ in New-Hartford. : June 4th, A.D. 1795. / By Jonathan Edwards, D.D.","Griffin, Edward Dorr, 1770-1837.; Ordination sermons -- 1795.",38
N21754,,,Evans 28632,Free,,,,,,1795,"The Entertaining novelist or, New pocket library, of agreeable entertainment. Containing, a variety of entertaining stories, miraculous and interesting adventures, &c. founded on well-attested facts. : [Four lines of verse]",Booksellers' advertisements -- New York (N.Y.).; Advertisements -- Stationery.,210
N21764,,,Evans 28643,Free,"Evans, Oliver, 1755-1819.",Evans, Oliver, Oliver, 1755-1819.,1795,To the public. ... to be published by subscription ... The young mill-wright and miller's guide ...,"Evans, Oliver, 1755-1819. -- Young mill-wright & miller's guide.; Publishers and publishing -- Pennsylvania -- Philadelphia.; Prospectuses.; Broadsides.",2
N21765,,,Evans 28644,Free,"Evans, Oliver, 1755-1819.; Ellicott, Thomas, 1738-1799.; Bury, J. J., engraver.",Evans, Oliver, Oliver," 1755-1819.; Ellicott, Thomas, 1738-1799.; Bury, J. J., engraver.",1795,"The young mill-wright & miller's guide. In five parts --embellished with twenty five [i.e., twenty-six] plates ... / By Oliver Evans, of Philadelphia.",Flour-mills.; Advertisements -- Mills and mill-work.; Subscribers' lists.,479
N21767,,,Evans 28650,Free,"Farnsworth, H.; Billings, Nathaniel.",Farnsworth, H.; Billings, H.; Billings, Nathaniel.,1795,"An oration on music. Delivered at the court-house in Cooperstown, in Otsego; April, 1794: at the conclusion of a singing school, taught by Nathan Billings. / By Dr. H. Farnsworth. ; [Tw lines of verse]",Music -- Instruction and study.; Songs.,24
N21768,,,Evans 28652,Free,"Faugeres, Margaretta V., 1771-1801.; Robertson, Archibald, 1765-1835, ill.; Graham, George, fl. 1797-1813, engraver.",Faugeres, Margaretta V., Margaretta V.," 1771-1801.; Robertson, Archibald, 1765-1835, ill.; Graham, George, fl. 1797-1813, engraver.",1795,Belisarius: a tragedy. / By Margaretta V. Faugeres.,"Belisarius, 505 (ca.)-565 -- Drama.; Plays -- 1795.",52
N21770,,,Evans 28655,Free,,,,,,1795,"The Surprising life and death of Dr. John Faustus, D.D. Commonly called the history of the devil and Dr. Faustus. : To which is now added the Necromancer, or, Harlaquin [sic] Doctor Faustus; as performed at the theatres. / Truly translated from the original copies.","Faust, d. ca. 1540.; Plays -- 1795.",142
N21771,,,Evans 28656,Free,,,,,,1795,"Feast of merriment. A new American jester. Being a most curious collection of witty jests--merry stories--smart repartees-- droll advertures--funny jokes--wise sayings--anecdotes--waggeries-- whims--puns-- bon mots-- and laughable tricks, many of which were never before published. ... / By Well-Fed Domine Double-Chin Esq.",American wit and humor.; Songsters.,120
N21772,,,Evans 28664,Free,,,,,,1795,"The Female character vindicated: or, An answer to the scurrilous invectives of fashionable gentlemen. [Seven lines of verse]","Women -- Anecdotes, facetiae, satire, etc.; Facetiae.",12
N21786,,,Evans 28686,Free,"Fobes, Peres, 1742-1812.; Massachusetts. General Court.",Fobes, Peres, Peres, 1742-1812.; Massachusetts. General Court.,1795,"A sermon, preached before His Excellency Samuel Adams, Esq. governour, His Honour Moses Gill, Esq. lieutenant governour, the Honourable the Council, Senate, and House of Representatives of the Commonwealth of Massachusetts, May 27th, 1795: being the day of general election. By Peres Fobes, L.L.D. Pastor of the church in Raynham. ; [Two lines from Horace]",Election sermons -- Massachusetts -- 1795.,42
N21787,,,Evans 28687,Free,"Forbes, Eli, 1726-1804.",Forbes, Eli, Eli, 1726-1804.,1795,"The importance of the rising generation. A sermon, preached at the desire of the selectmen, and the committee for inspecting the town schools: occasioned by the dedication of a new and very commodious grammar school house, lately erected in the First Parish of the town of Gloucester, on the 5th of March, 1795, / by Eli Forbes, A.M. and Pastor of the First Church of Christ in said town. ; And now made public at the desire of the hearers in general. ; [Four lines from Solomon]",Education -- Massachusetts.; Schools -- Massachusetts -- Gloucester.; Dedication sermons -- 1795.,16
N21813,,,Evans 28715,Free,Philadelphia Yearly Meeting of the Religious Society of Friends.,Philadelphia Yearly Meeting of the Religious Society of Friends.,,,,1795,"The proceedings of the yearly meeting for Pennsylvania, &c. respecting the situation of the Indian natives in the year 1795. And the circular letter of the Committee then appointed to attend thereto, : to which are subjoined, extracts of speeches and letters from some of their chiefs earnestly requesting the assistance of their old friends.",Society of Friends -- Missions; Indians of North America -- Economic conditions; Indians of North America -- Missions,10
N21817,,,Evans 28720,Free,,,,,,1795,"Funny stories: or, The American jester: being a companion for a merry good fellow. Containing, choice stories, funny anecdotes, wise sayings, smart repartees, &c. &c. &c. ""I love funn!"" Falstaff.",Wit and humor.; Facetiae.,142
N21824,,,Evans 28733,Free,"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.; Genlis, Stéphanie Félicité, comtesse de, 1746-1830. Tales of the castle. Selections.",Genlis, Stéphanie Félicité, Stéphanie Félicité," comtesse de, 1746-1830.; Genlis, Stéphanie Félicité, comtesse de, 1746-1830. Tales of the castle. Selections.",1795,"The castle of truth, a moral tale. From The tales of the castle. / By the Countess de Genlis.",,142
N21828,,,Evans 28743,Free,"Georgia Mississippi Company.; Hutchins, Thomas, 1730-1789. Historical narrative and topographical description of Louisiana and West Florida. Selections.; Georgia. Act supplementary to an act.",Georgia Mississippi Company.; Hutchins, Thomas,male, 1730-1789. Historical narrative and topographical description of Louisiana and West Florida. Selections.; Georgia. Act supplementary to an act.,1795,"Grant to the Georgia Mississippi Company, the constitution thereof, and extracts relative to the situation, soil, climate, and navigation of the western territory of the state of Georgia; and particularly of that part thereof in which the Company's lands are situated. Published by order of the Directors.",Spaniards -- America.; Land grants -- Georgia.; Public lands -- Georgia; Mississippi River.; Georgia -- Description and travel.; Mississippi -- Description and travel.; Alabama -- Description and travel.,38
N21834,,,Evans 28752,Free,"Godwin, William, 1756-1836.",Godwin, William,male, 1756-1836.,1795,"Things as they are: or, The adventures of Caleb Williams. By William Godwin. ; In two volumes. Vol. I[-II]. ; [Three lines of verse]",,453
N21861,,,Evans 28789,Free,"Halhed, Nathaniel Brassey, 1751-1830.; Stephens, Philip.",Halhed, Nathaniel Brassey, Nathaniel Brassey," 1751-1830.; Stephens, Philip.",1795,"A calculation on the commencement of the millennium, and a short reply to Dr. Horne's pamphlet entituled ""Sound argument, dictated by common sense."" : Together with cursory observations on the ""Age of credulity."" / By Nathaniel Brassey Halhed, M.P. ; To which is added an original letter from Mr. Brothers, to Philip Stephens, Esq with his answer. ; A paper is subjoined, pointing out those parts of Mr. Brothers's prophecies that have been already filled. ; [One line of quotation]","Brothers, Richard, 1757-1824.; Horne, George, 1730-1792. -- Sound argument dictated by common sense.; Williams, Thomas, 1755-1839. -- Age of credulity.; Prophecies.; Jews -- Restoration.",33
N21862,,,Evans 28790,Free,"Halhed, Nathaniel Brassey, 1751-1830.",Halhed, Nathaniel Brassey, Nathaniel Brassey, 1751-1830.,1795,"Testimony of the authenticity of the prophecies of Richard Brothers, and of his mission to recall the Jews, / by Nathaniel Brassy [i.e., Brassey] Halhed, M.P. ; [One line of Scripture text]","Brothers, Richard, 1757-1824.; Prophecies.; Jews -- Restoration.",32
N21866,,,Evans 28795,Free,"Hamilton, Alexander, 1757-1804.; King, Rufus, 1755-1827.; Jay, John, 1745-1829.",Hamilton, Alexander,male," 1757-1804.; King, Rufus, 1755-1827.; Jay, John, 1745-1829.",1795,"A defence of the treaty of amity, commerce, and navigation, entered into between the United States of America & Great Britain, as it has appeared in the papers under the signature of Camillus.","Great Britain. -- Treaties, etc. -- United States, 1794 Nov. 19.; United States -- Foreign relations -- Great Britain.; Great Britain -- Foreign relations -- United States.",140
